quarter,possession_id,time,timestamp,player,event,shotclock,set,additional_tags,lineup
,116,8:19,1:21:40,-7,c2z4m,14,zone,press,
,117,8:09,1:21:50,7,c4z1m,20,transition,,
,117,8:08,1:21:50,13,c3z1m,18,transition,,
,,8:05,,,sub,,,,5/6/7/9/13
,118,8:00,1:22:45,-12,c2z3,17,zone,press,
,119,7:59,1:23:10,13,TO,10,wheel,split,
,120,7:44,1:23:35,-6,TO,10,zone,press,
,121,7:35,1:23:45,7,c1z9m,16,transition,,
,,7:27,,,sub,,,,5/6/7/10/12
,122,7:18,1:24:40,-5,c2z4m,10,zone,press,
,123,7:10,1:24:30,7,TO,20,transitin,,
,124,7:04,1:24:35,-6,c3z1m,20,transition,,
,125,6:57,1:24:45,7,c3z1,21,transition,,
,126,6:23,1:25:30,-10,c2z7m,8,zone,,
,127,6:08,1:25:45,10,c3z1m,16,transition,,
,128,6:01,1:26:05,-5,TO,19,zone,press,
,129,5:53,1:26:15,12,c4z1m,20,transition,,
,129,5:50,1:26:15,6,mf,,transition,,
,129,5:50,1:26:15,6,mf,,transition,,
,,5:50,,,sub,,,,1/6/7/10/12
,130,5:35,1:27:10,-21,TO,14,zone,press,
,131,5:34,1:27:10,10,TO,23,transition,,
,132,5:30,1:27:15,-5,TO,22,transition,,
,133,5:27,1:27:20,6,c3z1m,20,transition,,
,133,5:26,1:27:20,7,c3z1,19,transition,,
,134,5:09,1:27:30,-14,c4z1m,6,zone,press,
,134,5:08,1:27:30,-14,c4z1m,6,zone,press,
,135,4:38,1:28:30,12,c3z4,4,motion,,
,136,4:22,1:28:45,-15,TO,19,zone,press,
,137,4:16,1:28:55,10,c4z1m,20,transition,,
,138,4:12,1:29:25,-5,TO,14,zone,,
,139,4:02,1:30:00,10,TO,8,BLOB,,
,140,3:45,1:32:05,-15,c3z3,8,zone,press,
,141,3:23,1:32:35,7,c2z7m,16,wheel,flip,
,,3:15,,,sub,,,,1/6/7/9/13
,141,3:14,1:33:05,13,c4z1m,10,BLOB,,
,141,3:14,1:33:05,13,c4z1m,10,BLOB,,
,141,3:12,1:33:05,13,c4z1,9,BLOB,,
,141,3:12,1:33:05,13,f,,BLOB,,
,142,2:58,1:33:45,-6,TO,10,zone,press,
,143,2:45,1:34:00,6,TO,10,motion,,
,144,2:34,1:34:35,-15,c4z4m,10,zone,,
,145,2:24,1:34:45,6,c3z6m,18,,,
,146,2:14,1:34:55,-10,c4z1,20,transition,,
,146,2:14,1:34:55,-10,mf,,transition,,
,147,1:44,1:35:45,1,f,,wheel,flip,
,147,1:44,1:35:45,1,f,,wheel,flip,
,148,1:37,1:36:35,-6,TO,18,zone,press,
,149,1:33,1:36:35,7,c3z1,20,transition,,
,150,1:24,1:36:50,-12,c2z3m,18,zone,press,
,151,1:15,1:36:55,9,TO,19,transition,,
,152,1:11,1:37:00,-6,c3z1m,20,transition,,
,153,1:03,1:37:06,1,c3z1,20,transition,,
,154,0:55,1:37:20,-10,c2z5m,18,zone,press,
,155,0:36,1:37:35,1,TO,14,wheel,flip,
,156,0:30,1:37:45,-12,c4z1,20,transition,,
,156,0:30,1:37:45,-12,mf,,transition,,
,156,0:30,1:37:45,-12,c2z3m,14,transition,,
,157,0:10,1:28:24,6,c3z1m,14,wheel,flip,
,157,0:03,1:28:24,13,TO,10,wheel,flip,
,,0:00,,,sub,,,,
