quarter,possession_id,time,timestamp,player,event,shotclock,set,additional_tags,lineup
,54,5:20,7:50,8,c2z8m,20,transition,,
,55,4:45,9:38,-11,c3z3m,6,zone,,
,56,4:29,9:55,2,TO,12,,,
,57,4:27,9:55,-11,TO,23,transition,,
,58,4:17,10:05,11,c4z1m,5,motion,*,
,58,4:08,10:15,4,c2z6m,9,motion,,
,58,4:01,10:20,8,c3z1,11,motion,,
,,3:55,,,sub,,,,1/3/5/10/11
,59,,,,,,,cannot see what happend,
,60,3:17,11:25,11,TO,10,,,
,,3:16,,,sub,,,,1/3/5/9/10
,61,3:07,11:50,-8,f,,zone,,
,61,3:07,11:50,-8,mf,,zone,,
,62,,,,,,,cannot see what happened,
,63,2:39,13:15,-77,TO,10,zone,,
,64,2:31,13:25,3,c4z1m,19,transition,,
,65,2:25,13:35,-102,c2z1,17,zone,,
,66,2:07,13:45,9,c4z7m,13,wheel,,
,67,1:47,14:10,-3,c3z5m,6,zone,,
,67,1:36,14:20,-77,c2z5m,8,zone,,
,67,1:29,14:30,-7,TO,11,zone,,
,68,1:06,15:34,10,c4z1,12,SLOB,,
,68,1:06,15:34,10,f,,SLOB,,
,69,1:00,16:15,-8,TO,22,zone,press,
,70,0:56,16:20,9,c3z1,21,transition,,
,71,0:40,16:40,-8,c3z8m,14,zone,,
,72,0:29,16:50,5,c2z7m,17,transition,,
,73,0:17,17:00,-7,TO,12,zone,,
,74,0:02,17:15,1,c2z5m,2,drive kick,,
q3,,10:00,,,sub,,,,2/3/4/9/13
,75,9:44,0:15,-6,c4z1m,8,zone,,
,76,9:30,0:30,2,c2z6,16,transition,,
,77,9:01,0:55,-77,c4z1,1,zone,,
,78,8:52,1:06,3,c2z9m,19,quick,,
,79,8:42,1:15,-8,c3z3,8,zone,,
,80,8:26,1:30,2,c2z7,12,motion,,
,81,7:48,2:35,-6,TO,3,zone,,
,82,7:36,2:55,2,c1z1m,13,wheel,,
,83,,,,,,,cannot see what happened,
,84,7:13,3:20,3,c3z7m,15,,,
,85,7:04,3:25,-6,TO,17,transition,,
,86,6:58,3:30,2,c2z9m,20,transition,,
,87,6:41,3:50,-8,c4z1m,16,zone,,
,88,6:35,3:55,13,c3z1,20,transition,,
,89,6:14,4:20,-11,f,,zone,,
,89,6:14,4:20,-11,f,,zone,,
,,6:14,,,sub,,,,1/5/7/11/12
,90,,,,,,,cannot see what happened,
,91,5:43,5:43,-101,c2z7,7,man,,
,92,5:10,6:06,1,c4z4m,10,wheel,flip,
,92,4:59,6:20,11,c3z1m,8,,,
,92,4:52,6:20,1,mf,,,,
,92,4:52,6:20,1,mf,,,,
,92,4:52,6:20,1,f,,,,
,93,4:35,7:30,-99,z1,8,man,cannot see what happened,
,94,4:11,7:55,7,c3z3m,1,wheel,,
,94,4:04,8:00,11,c3z3,10,,,
,95,3:49,8:35,-11,c2z1m,15,zone,* bad,
,95,3:49,8:35,-11,c2z1m,15,zone,* bad,
,96,3:29,9:00,1,c3z6m,8,motion,,
,97,3:09,9:20,-6,TO,7,zone,,
,98,2:57,9:30,11,TO,14,,,
,99,,,,,,,cannot see what happened,
,100,2:48,9:45,1,TO,17,transition,,
,101,2:35,9:50,-6,TO,22,transition,,
,102,2:22,10:05,5,c3z3m,11,wheel,flip,
,102,2:18,10:10,11,TO,13,,,
,,2:03,,,sub,,,,1/5/7/10/12
,103,1:59,10:55,-102,c1z1,12,zone,**,
,104,1:40,11:10,7,TO,10,wheel,**,
,105,1:36,11:15,-103,c4z4m,20,transition,,
,105,1:25,11:50,-3,c2z5m,4,zone,* rebounding,
,105,1:14,12:00,-101,c2z7m,5,zone,*,
,105,1:09,12:00,-102,c2z1m,4,zone,* we gotta close out this fucking possession,
,105,0:45,14:00,-6,c4z1m,1,man,,
,106,0:28,14:20,10,mf,,horns,,
,106,0:28,14:20,10,f,,horns,,
,107,0:22,15:20,-103,TO,20,zone,press,
,108,0:07,15:35,10,c4z4,7,horns,,
,109,0:01,15:40,-99,TO,1,,,
q4,,5:00,,,sub,,,,2/3/4/9/13
,110,4:52,0:06,-101,c2z7m,17,zone,,
,111,4:31,0:30,9,c2z6m,8,,,
,112,4:14,0:45,-102,c2z1,10,zone,*,
,113,3:56,1:05,4,c1z9m,8,horns,,
,114,3:40,1:20,-102,TO,8,zone,,
,115,3:29,1:40,9,c2z3,14,horns,,
,116,3:20,1:50,-6,TO,20,zone,press,
,117,3:15,1:55,4,c1z1,23,transition,,
,118,2:55,2:10,-102,c4z1m,12,zone,press,
,119,2:34,3:20,13,c3z1,6,,* good,
,120,2:12,3:15,-103,mf,,,,
,120,2:12,3:15,-103,f,,,,
,121,,,,,,,cannot see shit,
,122,1:47,4:15,-99,TO,18,zone,press/cannot see shit,
,123,1:44,4:30,3,c2z7m,11,,,
,123,1:36,4:40,13,c2z1,10,,*,
,124,1:25,4:50,-102,c3z1m,18,zone,press,
,125,1:21,4:55,9,TO,20,transition,,
,126,1:08,5:10,-6,TO,14,zone,press,
,127,1:03,5:15,13,c2z1,20,transition,,
,128,,,,,,,cannot see shit,
,129,0:44,5:30,2,c1z9,21,transition,,
,130,,,,,,,cannot see shit,
,131,0:26,6:00,2,f,,transition,,
,131,0:26,6:00,2,f,,transition,,
,131,0:14,7:02,3,c4z4m,11,wheel,flip,
,132,0:06,7:10,-101,TO,6,zone,press,
,133,0:03,7:15,3,c1z1,3,transition,,
,,0:00,,,sub,,,,
